COD;NOME_LOCAL;COD_LOCAL;NIVEL
245645;FORUM CUBATAO;6721;D
245650;FOR.FRANCO DA ROCHA;6727;D
245735;FORUM CARAGUATATUBA;6774;D
245785;S.A.P.;6804;D
245805;FAPESP;6807;D
245880;FORUM VALINHOS;6839;D
245890;POL.MIL-SP-RIB.PRETO;6842;D
245895;USP-SAO CARLOS;6845;D
245990;FORUM ROSEIRA;6935;D
246005;USP-LESTE;6938;D
246040;FORUM BRAZ CUBAS;6959;D
246050;FORUM PRAIA GRANDE;6961;D
246065;PALACIO BANDEIRANTES;6969;D
246075;PRODESP;6972;D
246080;FORUM SUMARE;6977;D
246125;FOR.FERRAZ VASCONCEL;7021;D
246145;FORUM PARIQUERA-ACU;7049;D
246180;SOP-RIBEIRAO PRETO;4824;D
246185;SOP-JOINVILLE;8348;D
246190;SOP-TAUBATE;7843;D
246195;SOP-MAUA;7840;D
246200;SOP-MARILIA;7839;D
246205;SOP-CATANDUVA;7835;D
246210;PREF.MUN.GUIMARAES;4407;D
246220;SOP DONATO QUINTINO;8682;D
246225;CENOP S BSB/CNPJ;1903;D
246260;SOP-SANTA MARIA;8376;D
246305;UPB/GER INTELLIGENCE;9882;D
246350;SOP-JUNDIAI;8350;D
246490;SUBPREF.PARELHEIROS;4309;D
246505;ALT-DELFA;5770;D
246525;CAXIAS SUL PRIVATE;4604;D
246575;FORUM N.SRA.DO O-SP;6844;D
246600;FORUM PORANGABA;6876;D
246630;GEPES NO/SESMT - AP;8927;D
246730;SOP-BLUMENAU;8340;D
246735;FORUM MIRANTE PARANA;2306;D
246760;DITEC-UEC II;9903;D
246780;CENOP N CTB/AGRO33;1962;D
246860;ESTILO PCA.TRIB-TST;8612;D
246975;DIREO/GECON I;9990;D
247015;MPE/PLATAFORMA;9879;D
247025;DIRIS/GEFIC;9599;D
247030;DIJUR/GEREX CONEG;8553;D
247050;DIGOV/GENEF;8593;D
247060;DIPES/TALENT. E CAR.;8559;D
247080;DIOPE/RENDA FIXA TPF;9868;D
247085;TESOU/GEROF/TRADING;8555;D
247090;DIEMP/GE CONS EMP PF;9973;D
247100;URI/GEREX GESTAO.INF;8627;D
247105;DIRAG/GEROP;8596;D
247110;DICOI/GENEG;9572;D
247115;DIMEP/GEST E PERFORM;9880;D
247130;COGER/GESUB;9568;D
247140;DICRE/DIV RIS PF;8624;D
247145;OUVID/GER. PLAN.INF.;8948;D
247195;GERAC/PR/SETOR I;9969;D
247215;USI/PREV ILI FIN CAM;8896;D
247225;AUDIT/GEREX RISCOS;8150;D
247245;CECAR/OP CARTAO;8967;D
247250;GECOI MG/AREA I;9585;D
247255;GECOI SP I/SETOR I;9574;D
247285;CENOP G EMP/COND;4748;D
247320;SOP-UBERABA;8398;D
247335;SOP-S.J.RIO PRETO;8387;D
247350;SOP SAO JOSE-PB;8717;D
247375;GESIN/AREA 1;8432;D
247425;GECOI/PR ECI;9588;D
247440;GERAG PR/PLAT. CTBA;8039;D
247480;PSV BRASILIA/S 1;8445;D
247485;PSV GOIANIA/S 1;9410;D
247490;AJURE ADJ.CAMP/SJ EC;9932;D
247495;AJURE AL/SUPERV.JUR.;8656;D
247500;AJURE AM/SUPERV.JUR.;8657;D
247505;AJURE CE/GRUPO ADM.;8653;D
247510;AJURE DF/GRUPO ADM.;8648;D
247515;AJURE ADJ.RIB./SJ EC;9933;D
247520;AJURE BA/GRUPO ADM.;8663;D
247525;AJURE ES/GRUPO ADM.;8667;D
247530;AJURE MA/GRUPO ADM.;8664;D
247535;CCBB DF/NUCLEO I;9902;D
247540;CCBB MG/NUCLEO I;9822;D
247545;CCBB RJ/NUCLEO I;8244;D
247550;CCBB SP/NUCLEO I;9901;D
247555;AJURE TERC/AREA 1;8661;D
247560;AJURE RJ/AREA JUR.;8662;D
247565;AJURE SP/A1 CONSULT;8665;D
247575;AJURE MG/GRUPO ADM.;8647;D
247580;AJURE MT/GRUPO ADM.;8650;D
247585;AJURE PI/GRUPO ADM.;8666;D
247590;AJURE PR/GRUPO ADM.;8651;D
247595;AJURE PB/GRUPO ADM.;8655;D
247600;AJURE PE/GRUPO ADM.;8660;D
247605;AJURE RO/GRUPO ADM.;8668;D
247610;AJURE RS/SUP.JUR.CON;8659;D
247615;AJURE MS/GRUPO ADM.;8649;D
247620;AJURE SC/GRUPO ADM.;8652;D
247625;AJURE SE/GRUPO ADM.;8645;D
247630;AJURE TO/GRUPO ADM.;8673;D
247640;CESUP FORNEC/AT AN;7417;D
247680;NUJUR BAURU SP/SUP.J;9054;D
247710;NUJUR SJR SP/SUP.JUR;9021;D
247730;NUJUR SJC SP/SUP.JUR;9020;D
247755;GECOR EST ST MAR M01;4947;D
247795;PDN/CONTRATOS;4804;D
247820;CESUP SUP/ATD BENS 1;7419;D
247825;PM-DONA EUZEBIA-MG;2827;D
247835;CENOP N BH/OPER 04;1908;D
247840;GECOR VAR EST M01;4962;D
247870;GECOR EST RECIFE M01;4930;D
247895;PSV BELEM/S 1;9403;D
247900;PSV C.GRANDE/S 1;9414;D
247905;PSV MANAUS/S 1;9402;D
247915;PSV RJ/S 1;8354;D
247920;PSV VITORIA/S 1;9409;D
247925;PSV FLORIPA/S 1;9426;D
247930;PSV PORTO ALEGRE/S 1;8356;D
247935;PSV S.J. PINHAIS/S 1;8861;D
247940;PSV FORTALEZA/S 1;9405;D
247945;PSV RECIFE/S 1;9406;D
247950;PSV SALVADOR/S 1;8446;D
247955;PSV CAMPINAS/S 1;9428;D
247960;PSV RIB. PRETO/S1;9430;D
247965;PSV SAO PAULO/S 1;8355;D
247970;CENOP S CTB/CALC 1;9996;D
248000;SOP-UBERLANDIA;8400;D
248005;SOP-AV.SUMARE;7832;D
248070;EXT-SUP MACEIO-AL;8493;D
248075;EXT-SUP RN;8503;D
248080;EXT-SUP SAO LUIS-MA;8498;D
248090;EXT-SUP VITORIA;8497;D
248125;ALT-PREDIO MINAS;8619;D
248130;PLT CORP BK CACHOEIR;3431;D
248140;PLT CORP BK ANAPOLIS;3388;D
248150;PLT CORP BK CACADOR;4072;D
248155;PLT CORP BK PATO BCO;3402;D
248160;PLT CORP BK PELOTAS;3418;D
248165;PLT CORP BK ST MARIA;4044;D
248175;PLT CORP BK RONDON;4205;D
248190;PLT CORP BK SANTOS;3359;D
248210;PLT CORP BK PRUDENTE;4248;D
248240;PLT CORP BK UBERABA;4202;D
248245;PLT CORP BK MOSSORO;4361;D
248250;PLT CORP BK P ALEGRE;4478;D
248270;PLT CORP BK LONDRINA;3306;D
248275;PLT CORP BK GOIANIA;3307;D
248300;A.C.CAMPO NOVO RO;4002;D
248465;MIN.PUBLICO II-SC;8512;D
248475;UPE/ECON FIN MODEL;9510;D
248540;A.C.VIRGEM DA LAPA;8207;D
248595;CENOP S BSB/AUS BEN;8583;D
248690;COASUL SAO JOAO;1356;D
248860;ESTILO STF;8611;D
248885;ARACAJU PVT;8706;D
248905;SUPER/MERC PVT MEGAP;9517;D
248920;DITEC/GETIN II/G1;8926;D
248955;SOP ESTILO CAMPOS G.;8721;D
248960;SOP AV GET. VARGAS;8719;D
248965;SOP ANAPOLIS;8339;D
248970;SOP GOV VALADARES;8465;D
248975;SOP MARABA;8718;D
248995;EXT GEREC I;7400;D
249005;FORUM PARAIBUNA;6640;D
249025;DISEC/GEREX INFRAEST;8558;D
249045;DITEC/NOI-MAD;9909;D
249120;USD/GER SOL SEG;9548;D
249130;TMP-FOR.DIST.CONCHAL;1790;D
249145;PLT CORP BK ALAGOAS;5111;D
249150;PLT CORP BK S ANGELO;5122;D
249155;PLT CORP BK PIAUI;5121;D
249160;PLT CORP BK R VERDE;5116;D
249165;DIOPE/EQ.INTERCAMBIO;8621;D
249175;PLT CORP BK FRANCA;5113;D
249195;FORUM PANORAMA;3782;D
249200;CENOP ATEND I/ADMGA;4797;D
249205;CENOP VALORES/A 1;4798;D
249210;FORUM PIRAJUI;160;D
249215;FORUM PALMITAL;958;D
249225;FORUM CANDIDO MOTA;1729;D
249275;GPRED/PJT-OBR.;9087;D
249295;GESIN PR/SETOR I;8334;D
249360;GECOR VR REC JUD M07;4978;D
249365;DIMAC/PLANEJ INTEGRA;9984;D
249375;ALT-FORUM CIV.IBIRAP;5811;D
249385;ALT-RUA RIACHUELO-SP;8412;D
249400;TMP-HOSP.REG.JOINVIL;3539;D
249425;FORUM OSVALDO CRUZ;439;D
249430;FORUM ANDRADINA;273;D
249435;FORUM PIRACAIA;2453;D
249445;FORUM AM.BRASILIENSE;4562;D
249450;FOR.STA.CRUZ PALMEIR;3341;D
249455;FORUM GUARIBA;4585;D
249480;FORUM LARAN.PAULISTA;2246;D
249485;FORUM TANABI;622;D
249495;FORUM GUARARAPES;432;D
249500;FOR.STA.RITA PAS.QTR;2589;D
249515;TMP-TRT-AM;5785;D
249520;FORUM CAM.L.PAULISTA;4386;D
249530;SOP-AMPARO;5126;D
249535;SOP-DOIS CORREGOS;4970;D
249540;SOP-CRN.FABRICIANO;7402;D
249545;SOP-ITU;7401;D
249550;SOP-ITAPIRA;7410;D
249555;SOP-COTIA;7849;D
249560;SOP-ITAJAI;7451;D
249565;SOP-PONTA GROSSA;8019;D
249570;SOP-SUZANO;7978;D
249575;SOP-CACH.ITAPEMIRIM;8388;D
249580;SOP-ITABUNA;8209;D
249585;SOP-S.JOSE RIO PARDO;8097;D
249590;SOP-VARGINHA;8028;D
249600;SOP-BRAGANCA PAULIST;8741;D
249605;SOP-CABO FRIO;8739;D
249610;SOP-COLATINA;8516;D
249615;SOP-LAJEADO;8738;D
249620;SOP-BENTO GONCALVES;8744;D
249625;SOP-ORLANDIA;8723;D
249630;SOP-ERECHIM;8737;D
249635;SOP-PATOS DE MINAS;8748;D
249640;SOP-SANTAREM;8731;D
249645;SOP-TUBARAO;8752;D
249650;SOP-ASSIS;8763;D
249655;SOP-BARREIRAS;8764;D
249660;SOP-LUCELIA;8765;D
249665;SOP-NOVA FRIBURGO;8773;D
249670;SOP-RIO VERDE;8759;D
249680;SOP-LAGES;8772;D
249685;SOP-IJUI;8795;D
249690;SOP-DIVINOPOLIS;8796;D
249695;SOP-SETE LAGOAS;8839;D
249700;SOP-AGUAS DE LINDOIA;8799;D
249705;SOP-CRATO;8842;D
249710;SOP-ITAPOLIS;8851;D
249715;SOP-TATUI;8852;D
249720;SOP-DRACENA;8874;D
249725;SOP-LORENA;8864;D
249730;SOP-PINDAMONHANGABA;8856;D
249735;SOP-PIRASSUNUNGA;8855;D
249740;SOP-SAO MIGUEL OESTE;8858;D
249745;SOP-XANXERE;8857;D
249750;SOP-SAO SEBASTIAO SP;8862;D
249755;SOP-ARARANGUA;8904;D
249760;SOP-CAIEIRAS;8898;D
249765;SOP-ITUVERAVA;8900;D
249770;SOP-LAGOA SANTA;8917;D
249775;SOP-LUZIANIA;8877;D
249780;SOP-NOVA LIMA;8907;D
249785;SOP-PITANGUEIRAS;8911;D
249790;SOP-SAO ROQUE;8886;D
249795;SOP-SUMARE;8897;D
249800;SOP-BATATAIS;8961;D
249805;SOP-CAMPO MOURAO;8908;D
249810;SOP-CANDEIAS BA;8963;D
249815;SOP-CASA BRANCA;8950;D
249820;SOP-PARAUAPEBAS;8949;D
249825;SOP-SAO JERONIMO;8943;D
249830;SOP-TIJUCAS;8946;D
249835;SOP-JABOTICABAL;8953;D
249840;SOP-ARAUCARIA;8894;D
249845;SOP-ARTUR NOGUEIRA;8895;D
249850;SOP-BEBEDOURO;8906;D
249855;SOP-GUAXUPE;8951;D
249860;SOP-JUAZEIRO;8889;D
249865;SOP-MATA DE SAO JOAO;8890;D
249870;SOP-PEDERNEIRAS;8959;D
249875;SOP-SANTO ANASTACIO;8915;D
249880;SOP-ST C RIO PARDO;8962;D
249885;SOP-TAQUARITINGA;8887;D
249890;SOP-RIO VERMELHO;8901;D
249950;GCASH CORP SP I;9734;D
249955;TRT-SP-PJUD-GUARULHO;7052;D
249960;AVENIDA BRASIL-PR;8053;D
249965;FORUM STA.FE DO SUL;666;D
249975;FORUM LUCELIA;279;D
249990;FOR.ESTRELA D OESTE;2050;D
249995;FORUM NHANDEARA;451;D
250000;FORUM TUPI PAULISTA;436;D
250010;TJ-SP-R.CONS.FURTADO;6813;D
250015;BAURU PRIVATE;8971;D
250020;UCI/GEREX PROD INVES;9797;D
250055;GCASH MPE MARINGA;9730;D
250065;GCASH MPE SP CAP I;9731;D
250075;PLT CORP BK VALE SFO;3433;D
250130;PLT-0554 IMPERATRIZ;3846;D
250135;PLT-0951 JI-PARANA;2757;D
250150;PLT-0130 SANTAREM;1674;D
250155;PLT-0208 TRES LAGOAS;2576;D
250160;PLT-0063 CAMPINA GRA;1618;D
250165;ALT-PRACA VINTE;8638;D
250195;PLT CORP BK RJ;5102;D
250205;TCM-SP;8507;D
250210;SOP-BROTAS;4964;D
250215;SOP-CAMBARA;4954;D
250220;SOP-ARAGUAINA;4910;D
250225;SOP-BARRETOS;4961;D
250230;SOP-CAPANEMA-PR;4946;D
250235;SOP-CARUARU;4924;D
250240;SOP-CORNELIO PROCOPI;4975;D
250245;SOP-CRUZEIRO D OESTE;4979;D
250250;SOP-FRANCISCO BELTRA;4977;D
250255;SOP-FOZ DO IGUACU;4945;D
250260;SOP-ITABAIANA-SE;4874;D
250265;SOP-LINS;4929;D
250270;SOP-MACAE;4934;D
250275;SOP-JOACABA;7848;D
250280;SOP-PARANAVAI;4938;D
250285;SOP-PATO BRANCO;4974;D
250290;SOP-S.JOAO BOA VISTA;4963;D
250295;SOP-PAULISTA;4923;D
250300;SOP-SAO BENTO DO SUL;4917;D
250305;SOP-TIETE;4900;D
250310;SOP-UBA;4906;D
250320;SOP-TIMBO;4920;D
250325;SOP-TERESOPOLIS;4933;D
250330;SOP-STA CRUZ DO SUL;4901;D
250335;PLT CORP BK PALMAS;3382;D
250340;EXT-SUP S PUB SE I;8481;D
250350;URV/GEREX NEG. PF;9220;D
250360;UAC/GEREX ESTR VAR;9010;D
250380;EXT-SUP EST SP CAP C;9007;D
250385;EXT-SUP PJ SP NOROES;9008;D
250400;PJ-0349 ROLANDIA;7629;D
250405;PJ-0111 MIRASSOL;1510;D
250410;PJ-0459 ST.BARB.OEST;6624;D
250415;PJ-0509 NOVA ESPERAN;1187;D
250420;PJ-0768 CAMBE;2755;D
250425;PJ-0974 RIO PEDRAS;6516;D
250430;PJ-1475 ARTUR NOGUEI;3383;D
250440;PJ-0717 DIADEMA;9796;D
250445;PJ-0918 DESCALVADO;3062;D
250450;PJ-0415 ATIBAIA;9895;D
250455;PJ-1644 BIGUACU;8246;D
250460;PJ-2379 PAICANDU;7631;D
250465;PJ-2494 POTIRENDABA;2502;D
250475;PJ-2383 PALHOCA;5422;D
250480;PJ-2118 ICARA;3226;D
250485;PJ-0996 XAXIM;7643;D
250495;PJ-0377 FORMOSA;452;D
250500;PJ-0611 EST.VELHA;314;D
250505;PJ-0725 FLORES CUNHA;1487;D
250510;PJ-0174 BICAS;24;D
250515;PJ-0627 RIO BONITO;576;D
250520;PJ-0741 TERESOPOLIS;472;D
250525;PJ-0726 MARAU;92;D
250535;PJ-1117 PTO.NACIONAL;1505;D
250540;PJ-1649 BOITUVA;191;D
250545;PJ-0496 INHUMAS;1242;D
250550;PJ-0994 VINHEDO;52;D
250555;PJ-2047 ESPERANCA;63;D
250560;PJ-2350 NOVA LIMA;503;D
250565;PJ-2542 RIO LARGO;1233;D
250570;PJ-3212 MATOZINHOS;1229;D
250575;PJ-2280 MARICA;1251;D
250580;PJ-2770 VESPASIANO;1222;D
250585;PJ-1292 AQUIRAZ;1369;D
250590;PJ-2532 RIBEIRAO NEV;1614;D
250600;PJ-3091 DIAS D AVILA;2799;D
250610;PJ-0123 AQUIDAUANA;2936;D
250615;PJ-2211 JARDINOPOLIS;2890;D
250625;PJ-3589 EUSEBIO;2937;D
250630;PJ-0414 CRUZ ALMAS;2967;D
250640;PJ-0454 SAO FIDELIS;3127;D
250645;PJ-1263 SAO VICENTE;3146;D
250650;PJ-0845 FATIMA SUL;3153;D
250655;PJ-0393 BOCAIUVA;3209;D
250660;PJ-1428 ALTOS;3219;D
250665;PJ-0987 SERTAOZINHO;3235;D
250670;PJ-2423 PEDRA PRETA;3283;D
250680;PJ-1302 ALEXANIA;3478;D
250685;PJ-0121 ARACATI;3515;D
250690;PJ-2570 S.BARBARA-MG;3495;D
250695;PJ-1652 B.JARDIM-RJ;3519;D
250700;PJ-2844 BARRAS;4249;D
250705;PJ-1779 COLIDER;4270;D
250710;PJ-2879 DIST.INDUSTR;4293;D
250715;PJ-0394 SAO GONCALO;4767;D
250720;PJ-0090 ARAGUARI;5874;D
250725;PJ-3684 NEROPOLIS;5886;D
250730;PJ-0818 MANACAPURU;5927;D
250735;PJ-3375 SERRANA;6504;D
250740;PJ-1320 MIRASSOL OES;7139;D
250750;PJ-0252 PIRACURUCA;7625;D
250755;PJ-0941 LUZIANIA;7615;D
250760;PJ-3048 CARAMBEI;7632;D
250765;PJ-0751 S.JOAO MERIT;7634;D
250770;PJ-0808 SOBRADINH-RS;7641;D
250775;PJ-0328 POMPEIA;7652;D
250780;PJ-0348 BIRIGUI;7646;D
250785;PJ-2519 REGENTE FEIJ;7655;D
250790;PJ-2738 TRINDADE-GO;8087;D
250795;PJ-0511 TATUI;8251;D
250800;PJ-0885 SAO MARCOS;8106;D
250815;PJ-0574 PINDAMONHANG;9794;D
250820;PJ-4291 JD.AMERICA;9792;D
250825;PJ-1008 CARAPICUIBA;9894;D
250830;PJ-0718 SUZANO;9934;D
250835;PJ-0315 TRES RIOS;9945;D
250840;PJ-2354 NOVA SERRANA;9964;D
250860;ALT-B.CONSTANT-PELOT;5050;D
250865;ALT-DUQUE DE CAXIAS;7411;D
250875;ALT-SANTA B. D OESTE;5054;D
250880;SUPER ADM/RESULTADO;9009;D
250885;JUCESP-LAPA;297;D
250890;PLT CORP BK MARILIA;1916;D
250900;ALT-B.JUNDIAI ANAPOL;8617;D
250905;ALT-B.JUNDIAI ANAPOL;5701;D
250960;ESC POA/PLT P FUNDO;9040;D
250965;ESC CWB/PLT CASCAVEL;9038;D
250970;ESC ATA/PLT RIB PRET;9035;D
250975;ESC VAR/PLT RIB PRET;9042;D
250980;ESC BHZ/PLT MANAUS;9036;D
250985;ESC RJ/PLT FORTALEZ;9041;D
250990;ESC BSB/PLT CUIABA;9037;D
250995;GEPES SEDE/SESMT -DF;9229;D
251000;GEPES MG/SESMT MG;9228;D
251005;GEPES SUL/SESMT - PR;9231;D
251015;PLT CORP BK CARIRI;1604;D
251020;EXT-SUP PF BRASILIA;8515;D
251025;EXT-SUP PJ C O I;9942;D
251030;EXT-SUP GUARULHOS;8510;D
251035;EXT-SUP ESP ARARAQUA;8508;D
251045;AGR-ASTORGA;5756;D
251050;AGR-CARAZINHO;8639;D
251055;AGR-CAMPO VERDE;4696;D
251060;AGR-GUANHAES;8626;D
